country,iso3,step,satellite_latitude,satellite_longitude,country_share,step_devices_total,step_demods_total,selected_nodes,selected_demods,series_demod_used,sent_packets_used,decoded_payload_base,decoded_payload_early_decode,decoded_payload_early_drop,decoded_payload_early_decode_drop,decoded_payload_mean,collision_rate,elevation_deg,footprint_radius_m,footprint_area_km2,idle_demodulators,busy_demodulators
Australia,AUS,685,-20.785183,138.004575,1.0,1828,1000,700,500,100,686,299.0,569.4,18.9,588.3,569.4,0.16997084548104957,90.0,500000.0,785398.1633974483,497,3
Australia,AUS,686,-20.605909,138.0294,1.0,1828,1000,700,500,100,686,299.0,569.4,18.9,588.3,569.4,0.16997084548104957,90.0,500000.0,785398.1633974483,497,3
Australia,AUS,687,-20.426624,138.05388,1.0,1828,1000,1000,300,100,1048,298.4,567.4,45.8,613.1999999999999,567.4,0.458587786259542,90.0,500000.0,785398.1633974483,295,5
Australia,AUS,688,-20.247327,138.078021,1.0,1828,1000,2,700,100,10,10.0,10.0,0.0,10.0,10.0,0.0,90.0,500000.0,785398.1633974483,699,1
Australia,AUS,689,-20.068018,138.101829,1.0,1828,1000,1500,100,100,1599,293.6,530.1,92.9,623.0,530.1,0.6684803001876172,90.0,500000.0,785398.1633974483,93,7
Australia,AUS,690,-19.888698,138.125308,1.0,1828,1000,15,1000,1000,15,15.0,15.0,0.0,15.0,15.0,0.0,90.0,500000.0,785398.1633974483,999,1
Australia,AUS,691,-19.709367,138.148464,1.0,1828,1000,2,100,100,10,10.0,10.0,0.0,10.0,10.0,0.0,90.0,500000.0,785398.1633974483,99,1
Australia,AUS,692,-19.530024,138.171301,1.0,1828,1000,700,300,100,686,299.0,569.4,18.9,588.3,569.4,0.16997084548104957,90.0,500000.0,785398.1633974483,297,3
Australia,AUS,693,-19.350671,138.193825,1.0,1828,1000,400,300,100,390,298.8,388.8,4.3,393.1,388.8,0.003076923076923088,90.0,500000.0,785398.1633974483,298,2
Australia,AUS,694,-19.171308,138.216041,1.0,1828,1000,400,500,100,390,298.8,388.8,4.3,393.1,388.8,0.003076923076923088,90.0,500000.0,785398.1633974483,498,2
Australia,AUS,695,-18.991933,138.237953,1.0,1828,1000,2,100,100,10,10.0,10.0,0.0,10.0,10.0,0.0,90.0,500000.0,785398.1633974483,99,1
Australia,AUS,696,-18.812549,138.259566,1.0,1828,1000,180,500,100,167,166.8,167.0,1.2,168.2,167.0,0.0,90.0,500000.0,785398.1633974483,499,1
